"PID","ID","CID","Title","Definition","Includes","Excludes","Examples"
"5","52","524","Unpaid volunteer office/administrative work","Refers to unpaid, non-compulsory activities to undertake office/administrative work as help, arranged by the community or an organization.","Unpaid volunteer activities such as:– Preparing correspondence, assistance repairs and other odd jobs for the organization as help– Giving information, distributing leaflets as help– Work as committee member, fund-raising activities as help– Participation in civic, professional, fraternal, political etc. organizations as help","– 1 Employment and related activities– 713 Reading and writing mail (including email)– 72 Participating in community cultural/social events– 73 Involvement in civic and related responsibilities","– Volunteered at the church office (unpaid)"
"5","52","529","Other activities related to community- and organization-based unpaid volunteering","Refers to other activities related to community- and organization-based unpaid volunteering not classified elsewhere","","– 521 Unpaid volunteer work on road/building repair, clearing and preparing land, cleaning (streets, markets, etc.), and construction– 522 Unpaid volunteer preparing/serving meals, cleaning up– 523 Unpaid volunteer cultural activities, recreation and sports activities– 524 Unpaid volunteer office/administrative work","– Assisted with community based fetes/festivals/street parties setting up stalls, tents, tables"
"5","53","","Unpaid trainee work and related activities","See Group 530","","",""
"5","53","530","Unpaid trainee work and related activities","Refers to the production of goods or provide services for others, in order to acquire workplace experience or skills in a trade or profession.– 'Unpaid' is interpreted as the absence of remuneration in cash or in kind for work done or hours worked; nevertheless, these workers may receive some form of support, such as transfers of education stipends or grants, or occasional in cash or in kind support (e.g. a meal, drinks).– 'For others' refers to work performed in market and non–market units that are owned by non–household or non–family members.– Acquiring 'workplace experience or skills' may occur through traditional, formal or informal arrangements whether or not a specific qualification or certification is issued.","Includes: – Traineeships, apprenticeships, internships or other types of programmes according to national circumstances, when their engagement in the production process of the economic unit is unpaid– Unpaid skills training or retraining schemes within employment promotion programmes, when engaged in the production process of the economic unit.– Looking at listings for unpaid training, apprenticeship, internship, filling applications, preparing resumes, visiting work sites, asking relations/professionals, etc.– Interviewing for unpaid training, apprenticeships, internships","Excludes: – Probation or probationary period given to new employees (110)– General on–the–job or lifelong learning while in employment, including in market and non–market units owned by household or family members (15)– Orientation and learning while engaged in unpaid volunteer work (51)– Learning while engaged in own–use production work (63)","– Work at the bank as unpaid trainee/ unpaid intern"
"5","54","","Travelling time related to unpaid volunteer, trainee and other unpaid work","See Group 540","","",""
"5","54","540","Travelling time related to unpaid volunteer, trainee and other unpaid work","Refers to the travel related to unpaid volunteer, trainee and other unpaid work","– Driving oneself or non–household member to and from places","– Travel related to employment (181)","– Took bus to the office where I am an unpaid trainee/unpaid intern– Waiting public transportation to go to the place where I volunteer (without pay)"
"5","59","","Other unpaid work activities","See Group 590","","",""
"5","59","590","Other unpaid work activities","Refers to unpaid work activities not classified elsewhere such as compulsory unpaid work.","– Unpaid community service and unpaid work by prisoners, when ordered by a court or similar authority, unpaid military or alternative civilian service, such as:– Cleaning or maintenance – Clearing and preparing common land, roads, cleaning streets, markets, etc.– Work in construction and road repairs, etc.– Work repairing community or prison goods– Work raising animals, producing animal products– Work in kitchen gardening– Sewing, mending, processing textiles, uniforms, etc.","– 51 Unpaid direct volunteering for other households– 52 Unpaid community- and organization-based volunteering– 53 Unpaid trainee work and related activities– 54 Travelling time related to unpaid volunteer, trainee and other unpaid work","– Cleaned streets as unpaid compulsory work"
"6","","","Learning","Refers to the studies at all levels of instruction: pre-primary, primary, secondary, technical and vocational, post-secondary and tertiary education, extra or catch up classes and second chance programmes. This group considers literacy and other special programmes for handicapped children, adults, and other groups who have no opportunity to attend school; completing homework assignments, private studies, research, studying for examinations in relation to courses; attending short–term courses, seminars, etc. in relation to one's own professional development; and travel to and from classes and school activities.","– 61 Formal education– 62 Homework, being tutored, course review, research and activities related to formal education– 63 Additional study, non-formal education and courses– 64 Travelling time related to learning– 69 Other activities related to learning","– 15 Training and studies in relation to employment– 53 Unpaid trainee work and related activities– 82 Cultural participation, hobbies, games and other pastime activities– 83 Sports participation and exercise and related activities",""
"6","61","","Formal education","Refers to the attendance of classes/lectures, extra-curricular activities and breaks at all levels of instruction of formal education. This group includes self-study for distance education.Formal education is defined as the education that is institutionalised, intentional and planned through public organizations and recognised private bodies, and – in their totality – constitute the formal education system of a country. Formal education programmes are thus recognised as such by the relevant national education or equivalent authorities. Formal education consists mostly of initial education. Vocational education, special needs education and some parts of adult education are often recognised as being part of the formal education system. Formal education also includes education for all age groups with programme content and qualifications that are equivalent to those of initial education. (Source: ISCED 2011 paragraphs 36-38)Home schooling by a parent would only be considered formal education if there is some kind of oversight from a national (or sub-national) education authority.","– 611 School/university attendance– 612 Extra-curricular activities– 613 Breaks at place of formal education– 614 Self-study for distance education course work (video, audio, online)– 619 Other activities related to formal education","– 62 Homework, being tutored, course review, research and activities related to formal education– 63 Additional study, non-formal education and courses– 64 Travelling time related to learning– 69 Other activities related to learning",""
"6","61","611","School/university attendance","Refers to the attendance of classes/lectures at all levels of instruction of formal education (see definition under 61).","– Attending class/lecture including taking examinations– Consulting teacher or course leader, seeking clarification, guidance, etc.– Special education programmes for children and young people with special needs offered in schools and other places of learning– Catch-up classes and second chance programmes offered in schools and other places of learning as part of formal education","– 612 Extra-curricular activities– 613 Breaks at place of formal education","– Attended maths class at university– Visited teacher seeking guidance– Took examination"
"6","61","612","Extra-curricular activities","Refers to activities undertaken by students that fall outside of the normal curriculum of school or university education.","Includes: – Activities of speech and drama clubs, glee clubs, cheering squads, school publications","– Physical extra-curricular activities (83)","– Attended club at school"
"6","61","613","Breaks at place of formal education","Refers to education-related activities performed during time between classes; for example, walking to classroom or laboratory room, returning/borrowing a book to/from the library.","– Activities related to education performed during time between classes; for example, walking to classroom or laboratory room, returning/borrowing a book to/from the library.","– Eating meals or snacks (921)","– Break between classes– Changed room"
"6","61","614","Self-study for distance education course work (video, audio, online)","Refers to distance education as the use of specific instructional techniques, resources and media to facilitate learning of people who are separated by time or place from the teacher. Techniques, resources, and media are dependent on factors such as: subject matter; student needs and context; teacher skills and experience; instructional goals; available technologies; and institutional capacity. (Source: UNESCO website http://www.unesco.org/new/en/unesco/themes/icts/lifelong-learning/open-and-distance-learning/ accessed on 27 September 2016)","– Watching videos/class/lectures– Reviewing examples, notes, videos– Taking examinations related to distance education– Online formal education","– 611 School/university attendance– 612 Extra-curricular activities","– Watched lecture online"
"6","61","619","Other activities related to formal education","Refers to other activities related to formal education not classified elsewhere.","","– 611 School/university attendance– 612 Extra-curricular activities– 613 Breaks at place of formal education– 614 Self-study for distance education course work (video, audio, online)",""
"6","62","","Homework, being tutored, course review, research and activities related to formal education","See Group 620","","",""
"6","62","620","Homework, being tutored, course review, research and activities related to formal education","Refers to doing homework and reviewing courses and activities related to formal education","– Doing homework– Being tutored or assisted with courses by people outside the place of formal education– Revising or private study for class and course examinations","– 61 Formal education– 63 Additional study, non-formal education and courses– 64 Travelling time related to learning– 69 Other activities related to learningTaking examinations (611)","– Did homework– Studied for examination– Maths tuition (as an assistance activity outside of school to help learning)– Online tutoring"
"6","63","","Additional study, non-formal education and courses","See Group 630","","",""
"6","63","630","Additional study, non-formal education and courses","Refers to activities related to additional studies (different from formal education) and not in relation to employment.The defining characteristic of non-formal education is that it is an addition, alternative and/or complement to formal education within the process of lifelong learning of individuals. It is often provided in order to guarantee the right of access to education for all. It caters to people of all ages but does not necessarily apply a continuous pathway structure; it may be short in duration and/or low-intensity; and it is typically provided in the form of short courses, workshops or seminars. Non-formal education mostly leads to qualifications that are not recognised as formal or equivalent to formal qualifications by the relevant national or sub-national education authorities or to no qualifications at all. (Source: ISCED 2011 paragraph 39)","– Attendance of retraining courses, foreign language courses, computing courses, business and secretarial courses (such as management, book–keeping, typing, etc.), creative courses, training on small–scale business management and entrepreneurship, driving school outside the formal education system– Self–taught courses and other study during free time– Literacy programmes– Attendance in courses taken in relation to hobbies and recreational games– Learning/courses taken in relation to hobbies and recreational games, sports, etc.","– 15 Training and studies in relation to employment– 61 Formal education– 62 Homework, being tutored, course review, research and activities related to formal education– 64 Travelling time related to learning","– Took cooking course– At remedial school (designed for lagging students/ dropped out students)– At night school or weekend schools – At adult education classes – Course/lessons for yoga, karate, kung-fu"
"6","64","","Travelling time related to learning","See Group 640","","",""
"6","64","640","Travelling time related to learning","Refers to the travel to and from the learning place/activities.","– Travel to and from learning activities– Driving oneself to place of education etc.","– 181 Employment-related travel– 540 Travelling time related to unpaid volunteer, trainee and other unpaid work– 860 Travelling time related to culture, leisure, mass-media and sports practices","– Walked to the school– Took the university bus– Waiting for bus or car to go to the place of education or back home"
"6","69","","Other activities related to learning","See Group 690","","",""
"6","69","690","Other activities related to learning","Refers to other activities related to learning not classified elsewhere.","","– 61 Formal education– 62 Homework, being tutored, course review, research and activities related to formal education– 63 Additional study, non-formal education and courses– 64 Travelling time related to learning– Activities unrelated to learning",""
"7","","","Socializing and communication, community participation and religious practice","Refers to socializing with family, visiting or receiving visitors.","– 71 Socializing and communication– 72 Participating in community cultural/social events– 73 Involvement in civic and related responsibilities– 74 Religious practices– 75 Travelling time related to socializing and communication, community participation and religious practice– 79 Other activities related to socializing and communication, community participation and religious practice","– 8 Culture, leisure, mass-media and sports practices",""
"7","71","","Socializing and communication","Refers to socializing and communication including talking, gossiping generally of a personal/social nature or of unspecified content; performing activities/going to places or events together; visiting and receiving visitors; and reading and writing mail of a personal/social nature","– 711 Talking, conversing, chatting– 712 Socializing/getting together/gathering activities– 713 Reading and writing mail (including email)– 719 Other activities related to socializing and communication","– 72 Participating in community cultural/social events– 73 Involvement in civic and related responsibilities– 74 Religious practices– 75 Travelling time related to socializing and communication, community participation and religious practice– 79 Other activities related to socializing and communication, community participation and religious practice– Telephone conversations and correspondence not of a personal/social nature are classified under appropriate major divisions (for example, work related correspondence)",""
"7","71","711","Talking, conversing, chatting","Refers to talking, conversing and chatting for socializing purposes. This group includes face-to-face and virtual activities.","– Talking/conversing face to face– Talking/conversing by telephone, texting, short–wave radio, ICT devices, etc.– Web/phone–chatting including instant messaging, discussion groups, etc.– Other specified activities related to talking/conversing","– 712 Socializing/getting together/gathering activities– 713 Reading and writing mail (including email)– Web-chatting (IM, Skype, etc.) for work purposes","– Talked to my neighbour– Called my sister by phone– Texted my husband"
"7","71","712","Socializing/getting together/gathering activities","Refers to socializing/getting together/gathering activities.","– Doing activities/going to places or events together– Receiving visitors– Visiting friends and relatives– Hosting parties, receptions, similar gatherings– Attending parties, receptions, similar gatherings– Socializing at bars, clubs, restaurants– Other specified socializing activities","– 711 Talking, conversing, chatting– 713 Reading and writing mail (including email)","– Went to my friend's birthday party– Visited my parents"
"7","71","713","Reading and writing mail (including email)","Refers to the reading and writing of mail for socializing purposes. This group includes mail and email.","– Reading and writing letters, postcards not associated with other activities – Reading and writing e–mail not associated with other activities","– 711 Talking, conversing, chatting– 712 Socializing/getting together/gathering activities– Paid work related mail (1)– Education/learning related mail (6)","– Wrote letter to my friend– Prepared seasonal postcards"
"7","71","719","Other activities related to socializing and communication","Refers to socializing and communication activities not included in other categories, such as negative social activities.","– Conflict of some kind– Quarrelling, arguing, verbal assault (both committing and receiving)– Fighting, physical threat or assault (both committing and receiving)– Riots, vandalism, graffiti– Begging","– 711 Talking, conversing, chatting– 712 Socializing/getting together/gathering activities– 713 Reading and writing mail (including email)","– Graffiti walls in the town– Fought with my neighbour"
"7","72","","Participating in community cultural/social events","Refers to the participation in community cultural/social events.","– 721 Participating in community celebrations of cultural/historic events– 722 Participating in community rites/events (non-religious) of weddings, funerals, births and similar rites-of-passage– 723 Participating in community social functions (music, dance, etc.)– 729 Other activities related to community participation","– 71 Socializing and communication– 73 Involvement in civic and related responsibilities– 74 Religious practices– 75 Travelling time related to socializing and communication, community participation and religious practice– 79 Other activities related to socializing and communication, community participation and religious practice",""
"7","72","721","Participating in community celebrations of cultural/historic events","Refers to the participation in community celebrations of cultural/historic events.","– Engaging in preparations for such as rehearsals and actual participation in community cultural/historic events such as feast days of patron saints, parades commemorating historic events.","– Unpaid services in relation to these events such as cooking, constructing stage, organizing, collecting contributions, preparing costumes, etc. (52)","– Rehearsed for parade– Participated in local parade"
"7","72","722","Participating in community rites/events (non-religious) of weddings, funerals, births and similar rites-of-passage","Refers to the participation in community (including indigenous) rites/events (non-religious) of weddings, funerals, births and similar rites-of-passage.","– Engaging in preparations for such as rehearsals and actual participation in community celebrations or rites related to weddings, funerals, births and other rites of passage other than the religious ceremony. This group includes anniversaries.","– 74 Religious practices– 741 Private prayer, meditation and other spiritual activities– 742 Participating in collective religious practice","– Attended funeral in funeral home– Attended a civil marriage ceremony"
"7","72","723","Participating in community social functions (music, dance, etc.)","Refers to the participation in community social functions (music, dance, etc.).","– Engaging in preparations for, such as rehearsals, and actual participation in community artistic events such as carnivals","– 721 Participating in community celebrations of cultural/historic events– 722 Participating in community rites/events (non-religious) of weddings, funerals, births and similar rites-of-passage","– Participated in the carnival festivities"
"7","72","729","Other activities related to community participation","Refers to other activities related to community participation not classified elsewhere.","","– 721 Participating in community celebrations of cultural/historic events– 722 Participating in community rites/events (non-religious) of weddings, funerals, births and similar rites-of-passage– 723 Participating in community social functions (music, dance, etc.)",""
"7","73","","Involvement in civic and related responsibilities","See Group 730","","",""
"7","73","730","Involvement in civic and related responsibilities","Refers to activities related to civil responsibilities, such as voting, serving as witness or juror, etc.","– Attending to civic obligations including: Registering to vote, voting; serving as witness; reporting crimes, social disturbances","– 1 Employment and related activities","– Went to vote– Attended trial as witness"
"7","74","","Religious practices","Refers to religious practices.","– 741 Private prayer, meditation and other spiritual activities– 742 Participating in collective religious practice– 749 Other activities related to religious practice","– 71 Socializing and communication– 72 Participating in community cultural/social events– 73 Involvement in civic and related responsibilities– 75 Travelling time related to socializing and communication, community participation and religious practice– 79 Other activities related to socializing and communication, community participation and religious practice",""
"7","74","741","Private prayer, meditation and other spiritual activities","Refers to private prayer, meditation and other spiritual activities.","– Prayer and meditation at home, including night prayer– Visiting church, synagogue, temple, shrine or mosque for prayer, meditation, offerings– Consulting with religious/spiritual adviser– Reading religious books (Bible, Quran)","– 742 Participating in collective religious practice","– Meditated at home– Prayed before sleep"
"7","74","742","Participating in collective religious practice","Refers to the participation in collective religious practice.","– Religious practice and services– Religious practice carried out in a small informal group– Participating in religious ceremonies, weddings, funerals, Simchat Bat, Bar/Bat Mitzvah, baptism, confirmation, first communion, etc.","– 741 Private prayer, meditation and other spiritual activities","– Attended mass– Attended a Bar Mitzvah– Participated in religious rally– Visited Mosque for a collective prayer"
"7","74","749","Other activities related to religious practice","Refers to other activities related to religious practice not classified elsewhere.","– Consultations with spiritualists/spiritists, psychics, astrologers, fortune–tellers, etc.","– 741 Private prayer, meditation and other spiritual activities– 742 Participating in collective religious practice",""
"7","75","","Travelling time related to socializing and communication, community participation and religious practice","See Group 750","","",""
"7","75","750","Travelling time related to socializing and communication, community participation and religious practice","Refers to the travel related to socializing and communication, community participation and religious practice","– Travel to and from socializing and communication, community participation and religious practices, including waiting time– Driving oneself to place of socializing and communication, community participation and religious practices","– 86 Travelling time related to culture, leisure, mass-media and sports practices","– Drove to the synagogue– Pilgrimage: travelling to Mecca– Walked to the temple– Travelled to funeral"
"7","79","","Other activities related to socializing and communication, community participation and religious practice","See Group 790","","",""
"7","79","790","Other activities related to socializing and communication, community participation and religious practice","Refers to other activities related to socializing and communication, community participation and religious practice not classified elsewhere.","","– 71 Socializing and communication– 72 Participating in community cultural/social events– 73 Involvement in civic and related responsibilities– 74 Religious practices– 75 Travelling time related to socializing and communication, community participation and religious practice",""
"8","","","Culture, leisure, mass-media and sports practices","Refers to the attendance of cultural or entertainment events and the use of mass media, as well as practicing hobbies and sports.","– 81 Attending/visiting cultural, entertainment and sports events/venues– 82 Cultural participation, hobbies, games and other pastime activities– 83 Sports participation and exercise and related activities– 84 Mass media use– 85 Activities associated with reflecting, resting, relaxing– 86 Travelling time related to culture, leisure, mass-media and sports practices– 89 Other activities related to culture, leisure, mass-media and sports practices","– 7 Socializing and communication, community participation and religious practice",""
"8","81","","Attending/visiting cultural, entertainment and sports events/venues","Refers to the attendance to cultural, entertainment and sports events/venues.","– 811 Attendance at organized/mass cultural events, and shows– 812 Attendance at parks/gardens– 813 Attendance at sports events– 819 Other activities related to attendance at cultural, entertainment and sports events","– 82 Cultural participation, hobbies, games and other pastime activities– 83 Sports participation and exercise and related activities– 84 Mass media use– 85 Activities associated with reflecting, resting, relaxing– 86 Travelling time related to culture, leisure, mass-media and sports practices– 89 Other activities related to culture, leisure, mass-media and sports practices",""
"8","81","811","Attendance at organized/mass cultural events, and shows","Refers to the attendance at organized/mass cultural events, and shows.","– Visit museum, art gallery, historical/cultural park, heritage site– Attendance at movies/cinema– Attendance at theatre, opera, ballet, concerts– Attendance/visit to festivals (music, films, dance, etc.), circus, animal shows, plant shows, fairs, festivals– Attendance at other specified mass cultural events","– 812 Attendance at parks/gardens– 813 Attendance at sports events","– Went to the movies– Went to the theatre– Went to music festival– Visited historical place, monument, etc."
"8","81","812","Attendance at parks/gardens","Refers to the attendance at parks and gardens.","– Attendance/visit to zoo, animal park, botanic garden, amusement centre","– 811 Attendance at organized/mass cultural events, and shows– 813 Attendance at sports events","– Went to the zoo– Went to amusement park– Went to theme park"
"8","81","813","Attendance at sports events","Refers to the attendance at sports events.","– Attendance at professional sports events– Attendance at amateur sports events","– 811 Attendance at organized/mass cultural events, and shows– 812 Attendance at parks/gardens","– Went to the baseball– Attended a basketball game– Watched sport event at site"
"8","81","819","Other activities related to attendance at cultural, entertainment and sports events","Refers to activities related to attendance at cultural, entertainment and sports events not classified elsewhere.","– Visiting library (cases where the respondent does not report the exact activity engaged in the library)","– 811 Attendance at organized/mass cultural events, and shows– 812 Attendance at parks/gardens– 813 Attendance at sports events– Doing homework at the library (62)– Reading in the library (841)","– Went to the library"
"8","82","","Cultural participation, hobbies, games and other pastime activities","Refers to the active participation in arts, music, theatre, dance, engagement in hobbies such as collecting stamps, coins, trading cards; computing, programming; crafts, and playing games, when these activities do not lead to the production of  goods or the provision of services for consumption by others or for own use.","– 821 Visual, literary and performing arts (as hobby)– 822 Hobbies– 823 Playing games and other pastime activities– 829 Other activities related to cultural participation, hobbies, games","– 81 Attending/visiting cultural, entertainment and sports events/venues– 83 Sports participation and exercise and related activities– 84 Mass media use– 85 Activities associated with reflecting, resting, relaxing– 86 Travelling time related to culture, leisure, mass-media and sports practices– 89 Other activities related to culture, leisure, mass-media and sports practices– Courses related to culture, leisure, sports, etc. (630)– Activities performed for pay or profit (1)– Activities performed as volunteering (5), extracurricular activities (612), additional study (630)",""
"8","82","821","Visual, literary and performing arts (as hobby)","Refers to the active participation in visual, literary and performing arts not for consumption by others.","– Visual arts including: Painting, photography, sculpture, pottery/ceramics, drawing, graphics– Literary arts including: Writing novels, poetry, personal diary/journal, other writing (not letters)– Performing arts (dance, music, drama) not intended for performance to an audience:– Active participation in dance and choreography– Playing a musical instrument (include practising, whistling), playing in a band; singing in a choir/chorus group, group singing, karaoke/videoke singing","– 523 Unpaid volunteer cultural activities, recreation and sports activities– 822 Hobbies– 823 Playing games and other pastime activities– Participation in artistic activities for public consumption or performance","– Painted a piece as hobby– Took pictures for fun"
"8","82","822","Hobbies","Refers to the engagement in hobbies, not intended to result in the production of goods or services for own use or for sale","– Collecting stamps, coins, trading cards, etc.– Working on cars such as customizing, painting, as a hobby– Computing, programming as a hobby– Carpentry and woodworking as a hobby– Crafts–making as a hobby– Fishing/hunting for purely recreational purposes","– 213 Hunting, trapping and production of animal skins, for own final use– 216 Fishing, for own final use– 821 Visual, literary and performing arts (as hobby)– 823 Playing games and other pastime activities– Income–generating hobbies in terms of services provided or outputs produced and sold (1)– Courses related to culture, leisure, sports, etc. (630)","– Cleaned coin collection– Customizing car (different from 333)"
"8","82","823","Playing games and other pastime activities","Refers to playing any kind of game, including video games.","– Solo games including: Playing with dolls, toys, etc.; doing crossword puzzles, solitaire, puzzles, etc.– Card games, board games including:– Playing cards such as hearts, bridge, etc.– Playing board games such as dominos, chess, checkers, backgammon, Monopoly, Yahtzee, Sorry, etc.– Betting on games– Computer games (including arcade and video games)– Social/group games including: Scavenger hunt, Easter egg hunt, hide–and–seek, hopscotch– Gambling includes:– Playing lotto and similar lotteries– Off–track betting (horse racing, sports, etc.)– Playing casino games (blackjack, baccarat, roulette, etc.)– Purchasing lotto, lottery, sweepstake tickets, including waiting– Online gambling","– 821 Visual, literary and performing arts (as hobby)– 822 Hobbies– Playing with pets (36)","– Played video games– Played on mobile phone– Gambled"
"8","82","829","Other activities related to cultural participation, hobbies, games","Refers to other activities related to cultural participation, hobbies, games not classified elsewhere","– Window–shopping (wandering around looking in shops, flea markets, etc. not in connection with canvassing specific goods)","– 821 Visual, literary and performing arts (as hobby)– 823 Playing games and other pastime activities– 822 Hobbies","– Window-shopped"
"8","83","","Sports participation and exercise and related activities","Refers to the engagement in sports and exercise.Coaching and training are considered work and should be classified in Major Divisions 1, 4 or 5 depending on whether or not it is for pay and for whom it is performed.","– 831 Participating in sports– 832 Exercising","– 213 Hunting, trapping and production of animal skins, for own final use– 216 Fishing, for own final use– 523 Unpaid volunteer cultural activities, recreation and sports activities– 81 Attending/visiting cultural, entertainment and sports events/venues– 82 Cultural participation, hobbies, games and other pastime activities– 84 Mass media use– 85 Activities associated with reflecting, resting, relaxing– 86 Travelling time related to culture, leisure, mass-media and sports practices– 89 Other activities related to culture, leisure, mass-media and sports practices",""
"8","83","831","Participating in sports","Refers to the participation in sports.","– Indoor and outdoor sports– Ball games, individual sports including: Lawn tennis, table tennis, squash, racquetball, golf, bowling, etc.– Ball games, team sports including: Basketball, football (American, Gaelic, Australian), soccer, volleyball, hockey, rugby, etc.– Contact sports including: Judo, tae kwon do, karate, wrestling, boxing","– 213 Hunting, trapping and production of animal skins, for own final use– 216 Fishing, for own final use– 832 Exercising","– Played soccer"
"8","83","832","Exercising","Refers to physical exercise focused on health benefits.","– Walking and hiking; jogging and running– Biking, skating, skateboarding– Swimming, surfing, kayaking– Skiing, ice skating– Aerobics, yoga, weight–training and other fitness programmes including: Gymnastics, calisthenics, weights training, tae–bo– Square collective–exercising, Gongfu, Taiji","– 831 Participating in sports– Excludes trips with a specific purpose (walk to the office should be classified under 182 Commuting)","– Ran– Walked for exercise– Went to the gym– Practiced zumba"
"8","84","","Mass media use[1]","Refers to the use of mass media (not strictly in relation to work or learning).","– 841 Reading for leisure– 842 Watching/listening to television and video– 843 Listening to radio and audio devices– 849 Other activities related to mass media use","– 81 Attending/visiting cultural, entertainment and sports events/venues– 82 Cultural participation, hobbies, games and other pastime activities– 83 Sports participation and exercise and related activities– 85 Activities associated with reflecting, resting, relaxing– 86 Travelling time related to culture, leisure, mass-media and sports practices– 89 Other activities related to culture, leisure, mass-media and sports practices",""
"8","84","841","Reading for leisure","Refers to reading for leisure (in print or electronic format)The use of the contextual variable will allow differentiate between the use of classic and modern media.","– Reading books (in print or electronic format)– Reading periodicals including: newspapers, magazines, news magazines, newsletters– Reading other specified materials","– Reading personal mail (713)– Reading mail from the office (1)","– Read a book– Scanned magazine– Read an article on facebook– Read novel/poems/literature for leisure– Read website/blog"
"8","84","842","Watching/listening to television and video","Refers to the watching/listening to television and video.","– Watching/listening to television in any ICT device (TV, phone, computer)– Watching/listening to television– Watching/listening to television (regular programming)– Watching/listening to television (time–shifted programming)– Other specified activities related to watching/listening to television– Watching/listening to video programmes in any ICT device– Note: Video media includes video cassette recorders (VCR), video compact disk (VCD), digital videodisc (DVD) players and other ICT devices such as computer. – Watching/listening to rented/purchased movies– Watching/listening to rented/purchased video programmes other than movies– Other specified activities related to watching/listening to video– – Note: Watching/listening to television and video strictly in relation to learning and work activities is coded in major divisions1–6.–","– 843 Listening to radio and audio devices– 614 Self-study for distance education course work (video, audio, online)","– Watched video on youtube– Watched TV– Watched movie"
"8","84","843","Listening to radio and audio devices","Refers to listening to radio and audio devices.","– Listening to radio programmes in any ICT device– Listening to other audio media including: Listening to recorded music; listening to audio books– Note: Audio media includes CD, tape, record, MP3 players, podcasts. – Note:– Listening to radio and other audio media strictly in relation to learning and work activities is coded in major divisions 1–6.","– 842 Watching/listening to television and video– 614 Self-study for distance education course work (video, audio, online)","– Listened to radio– Listened to music"
"8","84","849","Other activities related to mass media use","Refers to other activities related to mass media use not classified elsewhere.","– Using ICT as a residual activity when respondents do not report the activities practiced in the ICT device.","– 614 Self-study for distance education course work (video, audio, online)– 841 Reading for leisure– 842 Watching/listening to television and video– 843 Listening to radio and audio devices","– Spent time on the computer"
"8","85","","Activities associated with reflecting, resting, relaxing","See Group 850","","",""
"8","85","850","Activities associated with reflecting, resting, relaxing","Refers to activities related to reflecting, resting, relaxing.","– Doing nothing– Resting, relaxing– Smoking, – Reflecting, thinking, etc.","– 74 Religious practices","– Did nothing– Rested"
"8","86","","Travelling time related to culture, leisure, mass-media and sports practices","See Group 860","","",""
"8","86","860","Travelling time related to culture, leisure, mass-media and sports practices","Refers to the travel related to culture, leisure, mass–media and sports practices","– Travel to and from culture, leisure, mass–media and sports practices, including waiting time– Driving oneself to culture, leisure, mass–media and sports practices etc.","– 75 Travelling time related to socializing and communication, community participation and religious practice","– Drove to the stadium– Drove to sports ground"
"8","89","","Other activities related to culture, leisure, mass-media and sports practices","See Group 890","","",""
"8","89","890","Other activities related to culture, leisure, mass-media and sports practices","Refers to other activities related to culture, leisure, mass-media and sports practices not classified elsewhere.","","– 81 Attending/visiting cultural, entertainment and sports events/venues– 82 Cultural participation, hobbies, games and other pastime activities– 83 Sports participation and exercise and related activities– 84 Mass media use– 85 Activities associated with reflecting, resting, relaxing– 86 Travelling time related to culture, leisure, mass-media and sports practices",""
"9","","","Self-care and maintenance","Refers to activities required by the individual in relation to biological needs, such as sleeping, eating, etc. This group includes performing own personal and health–care and maintenance or receiving this type of care","– 91 Sleep and related activities– 92 Eating and drinking– 93 Personal hygiene and care– 94 Receiving personal and health/medical care from others– 95 Travelling time related to self-care and maintenance activities– 99 Other self-care and maintenance activities","– Activities in relation to spiritual/religious practice (74)– Doing nothing, resting, relaxing (85)",""
"9","91","","Sleep and related activities","Refers to the sleep at night or daytime, time in bed before and after sleep, when no other activity is specified and unspecified sleep","– 911 Night sleep/essential sleep– 912 Incidental sleep/naps– 913 Sleeplessness– 919 Other sleep and related activities","– 85 Activities associated with reflecting, resting, relaxing– 92 Eating and drinking– 93 Personal hygiene and care– 94 Receiving personal and health/medical care from others– 95 Travelling time related to self-care and maintenance activities– 99 Other self-care and maintenance activities",""
"9","91","911","Night sleep/essential sleep","Refers to longest sleep for the day; may occur at night or during daytime","– Longest sleep for the day; may occur at night or during daytime– Time in bed before and after sleep when no other activity is specified (if able to specify)","– 912 Incidental sleep/naps","– Slept– Parent woke me up, still in bed– Waiting to fall asleep– Changed bed during night (from one bed to another bed)– Waiting to get out of bed after waking up– Waking up, and still in bed– In bed ready for sleep"
"9","91","912","Incidental sleep/naps","Refers to shorter periods of sleep; may occur at night or during daytime","– Time in bed before and after sleep when no other activity is specified (if able to specify)","– 911 Night sleep/essential sleep","– Fell asleep on the couch– Nap"
"9","91","913","Sleeplessness","Refers to the inability to sleep.","– Not being able to sleep","– 911 Night sleep/essential sleep– 912 Incidental sleep/naps","– Trying to sleep but could not– Laying awake on bed at night not being able to sleep"
"9","91","919","Other sleep and related activities","Refers to other sleep and related activities not classified elsewhere.","","– 911 Night sleep/essential sleep– 912 Incidental sleep/naps– 913 Sleeplessness",""
"9","92","","Eating and drinking","Refers to eating and drinking regardless of the place (location can be captured with contextual variable).","– 921 Eating meals/snack– 922 Drinking other than with meal or snack","– 311 Preparing meals/snacks– 312 Serving meals/snacks– 91 Sleep and related activities– 93 Personal hygiene and care– 94 Receiving personal and health/medical care from others– 95 Travelling time related to self-care and maintenance activities– 99 Other self-care and maintenance activities",""
